public_reference,mileage,reg_code,standard_colour,standard_make,standard_model,vehicle_condition,year_of_registration,price,body_type,crossover_car_and_van,fuel_type
2.02E+14,38770,66,Black,Audi,A3,USED,2017,11999,Hatchback,FALSE,Diesel
2.02E+14,1559,69,Blue,Nissan,Qashqai,USED,2019,16847,SUV,FALSE,Petrol
2.02E+14,4500,69,Green,Peugeot,5008,USED,2019,24490,SUV,FALSE,Petrol
2.02E+14,38240,16,Silver,Vauxhall,Corsa,USED,2016,7325,Hatchback,FALSE,Diesel
2.02E+14,10,,Black,SEAT,Ibiza,NEW,,19065,Hatchback,FALSE,Petrol
2.02E+14,0,,Grey,Volvo,S60,NEW,,47961,Saloon,FALSE,Petrol Plug-in Hybrid
2.02E+14,10,,Multicolour,SEAT,Arona,NEW,,18735,SUV,FALSE,Petrol
2.02E+14,1300,19,Blue,MINI,Convertible,USED,2019,21000,Convertible,FALSE,Petrol
2.02E+14,10774,19,White,BMW,4 Series,USED,2019,25000,Coupe,FALSE,Petrol
2.02E+14,10,,Black,Mercedes-Benz,A Class,NEW,,27430,Hatchback,FALSE,Petrol
2.02E+14,26000,17,Blue,Vauxhall,Mokka,USED,2017,6300,Hatchback,FALSE,Diesel
2.02E+14,72880,66,Black,Volkswagen,Golf,USED,2016,11695,Hatchback,FALSE,Petrol
2.02E+14,18000,,Silver,Vauxhall,Vectra,USED,2000,3995,Estate,FALSE,Petrol
2.02E+14,47656,13,White,Vauxhall,Corsa,USED,2013,4795,Hatchback,FALSE,Petrol
2.02E+14,18697,14,Red,Volkswagen,Polo,USED,2014,7795,Hatchback,FALSE,Petrol
2.02E+14,90000,62,Red,Renault,Clio,USED,2013,4250,Hatchback,FALSE,Diesel
2.02E+14,33000,17,Silver,Honda,CR-V,USED,2017,13495,SUV,FALSE,Petrol
2.02E+14,1750,20,Orange,BMW,M2,USED,2020,46880,Coupe,FALSE,Petrol
2.02E+14,29000,67,White,Hyundai,i10,USED,2017,6500,Hatchback,FALSE,Petrol
2.02E+14,650,20,Green,Land Rover,Defender 110,USED,2020,59990,SUV,FALSE,Diesel
2.02E+14,36000,18,Red,Toyota,AYGO,USED,2018,5950,Hatchback,FALSE,Petrol
2.02E+14,71000,62,Black,Vauxhall,Astra,USED,2013,4995,Hatchback,FALSE,Petrol
2.02E+14,2445,20,Black,Lexus,CT 200h,USED,2020,26990,Hatchback,FALSE,Petrol Hybrid
2.02E+14,108000,7,Black,Vauxhall,Corsa,USED,2007,1995,Hatchback,FALSE,Petrol
2.02E+14,788,70,Black,Mercedes-Benz,GLB Class,USED,2020,43875,SUV,FALSE,Diesel
2.02E+14,2900,17,Blue,Ferrari,488,USED,2017,174995,Convertible,FALSE,Petrol
2.02E+14,53583,11,White,Fiat,500,USED,2011,4295,Hatchback,FALSE,Petrol
2.02E+14,17657,16,White,SKODA,Yeti,USED,2016,11000,SUV,FALSE,Petrol
2.02E+14,25611,17,Silver,SKODA,Fabia,USED,2017,10997,Hatchback,FALSE,Petrol
2.02E+14,104750,13,Grey,BMW,5 Series,USED,2013,7250,Saloon,FALSE,Diesel
2.02E+14,40840,66,Silver,Kia,Soul,USED,2017,9779,SUV,FALSE,Diesel
2.02E+14,25000,15,Silver,Rolls-Royce,Wraith,USED,2015,119990,Coupe,FALSE,Petrol
2.02E+14,63106,9,Silver,Renault,Megane,USED,2009,2790,Hatchback,FALSE,Petrol
2.02E+14,41000,17,White,Mercedes-Benz,GLC Class,USED,2017,25950,SUV,FALSE,Diesel
2.02E+14,20950,17,White,Vauxhall,Astra,USED,2017,9995,Hatchback,FALSE,Petrol
2.02E+14,39749,66,Silver,Mercedes-Benz,C Class,USED,2016,20650,Saloon,FALSE,Diesel Hybrid
2.02E+14,93000,56,Silver,Honda,Accord,USED,2006,2495,Saloon,FALSE,Petrol
2.02E+14,5437,69,White,Volkswagen,T-Cross,USED,2019,16157,SUV,FALSE,Petrol
2.02E+14,8000,16,Black,Volkswagen,Golf,USED,2016,14495,Hatchback,FALSE,Petrol
2.02E+14,104787,9,Red,Nissan,Micra,USED,2009,1250,Hatchback,FALSE,Petrol
2.02E+14,39481,64,Black,BMW,5 Series,USED,2014,15000,Saloon,FALSE,Diesel
2.02E+14,12234,19,White,Kia,Niro,USED,2019,31495,SUV,FALSE,Electric
2.02E+14,5,,Silver,SKODA,Octavia,NEW,,25735,Estate,FALSE,Diesel
2.02E+14,1228,69,Black,Jeep,Renegade,USED,2020,16999,SUV,FALSE,Petrol
2.02E+14,75000,63,Red,Mazda,Mazda3,USED,2013,5999,Hatchback,FALSE,Diesel
2.02E+14,19000,68,White,Volvo,V40,USED,2018,13499,Hatchback,FALSE,Petrol
2.02E+14,18937,68,Red,Vauxhall,Corsa,USED,2018,8521,Hatchback,FALSE,Petrol
2.02E+14,51757,65,Red,Volvo,V40 Cross Country,USED,2015,8800,Hatchback,FALSE,Diesel
2.02E+14,5300,19,White,SEAT,Ibiza,USED,2019,10985,Hatchback,FALSE,Petrol
2.02E+14,72252,55,Green,Isuzu,Rodeo,USED,2005,3750,Pickup,TRUE,Diesel
2.02E+14,12954,63,Blue,Peugeot,107,USED,2013,5000,Hatchback,FALSE,Petrol
2.02E+14,0,,Blue,Toyota,Yaris,NEW,,20370,Hatchback,FALSE,Petrol Hybrid
2.02E+14,5273,18,Grey,Jaguar,XF,USED,2018,26993,Saloon,FALSE,Petrol
2.02E+14,68000,14,Silver,Toyota,Yaris,USED,2014,5695,Hatchback,FALSE,Petrol
2.02E+14,50000,10,White,Alfa Romeo,GT,USED,2010,7999,Coupe,FALSE,Diesel
2.02E+14,19000,67,Green,Fiat,500,USED,2017,7250,Hatchback,FALSE,Petrol
2.02E+14,0,,Black,BMW,3 Series,NEW,,37633,Estate,FALSE,Diesel
2.02E+14,8755,68,Black,Renault,Captur,USED,2018,10995,SUV,FALSE,Petrol
2.02E+14,2022,68,Black,BMW,5 Series,USED,2018,28940,Saloon,FALSE,Petrol Plug-in Hybrid
2.02E+14,15471,16,Black,Kia,Ceed,USED,2016,8402,Hatchback,FALSE,Diesel
2.02E+14,24639,16,White,Vauxhall,Mokka,USED,2016,8500,Hatchback,FALSE,Petrol
2.02E+14,34102,17,Black,Volkswagen,Golf,USED,2017,19055,Estate,FALSE,Petrol
2.02E+14,5648,69,Blue,MG,MG ZS,USED,2019,20490,SUV,FALSE,Electric
2.02E+14,69224,67,Silver,Vauxhall,Insignia,USED,2017,10250,Estate,FALSE,Diesel
2.02E+14,165000,,Blue,Land Rover,90,USED,1987,10489,SUV,TRUE,Diesel
2.02E+14,112950,65,Black,Lexus,IS 300,USED,2016,10995,Saloon,FALSE,Petrol Hybrid
2.02E+14,59028,62,White,Hyundai,i30,USED,2013,5287,Hatchback,FALSE,Petrol
2.02E+14,40851,16,White,Audi,TT,USED,2016,18179,Convertible,FALSE,Petrol
2.02E+14,47724,65,White,Audi,Q7,USED,2015,30990,SUV,FALSE,Diesel
2.02E+14,19209,17,Black,Vauxhall,Zafira Tourer,USED,2017,13200,MPV,FALSE,Petrol
2.02E+14,10314,19,Black,Mercedes-Benz,C Class,USED,2019,25490,Saloon,FALSE,Diesel
2.02E+14,12000,19,Blue,Peugeot,508,USED,2019,16990,Hatchback,FALSE,Diesel
2.02E+14,52429,12,Silver,Honda,CR-V,USED,2012,8750,SUV,FALSE,Diesel
2.02E+14,2199,69,Grey,Citroen,C5 Aircross,USED,2020,23495,SUV,FALSE,Petrol
2.02E+14,52403,9,Blue,Volkswagen,Golf,USED,2009,4250,Hatchback,FALSE,Petrol
2.02E+14,4347,69,Black,Nissan,Qashqai,USED,2020,17895,SUV,FALSE,Petrol
2.02E+14,76000,14,Silver,Land Rover,Range Rover,USED,2014,29490,SUV,FALSE,Diesel
2.02E+14,5,,Red,Peugeot,208,NEW,,27995,Hatchback,FALSE,Electric
2.02E+14,2,,White,SEAT,Tarraco,NEW,,33040,SUV,FALSE,Petrol
2.02E+14,18018,68,Blue,Volkswagen,Polo,USED,2018,12510,Hatchback,FALSE,Petrol
2.02E+14,16004,69,Black,Vauxhall,Mokka X,USED,2019,12800,SUV,FALSE,Petrol
2.02E+14,18519,17,Red,Nissan,Qashqai,USED,2017,13672,SUV,FALSE,Diesel
2.02E+14,45000,65,Silver,Vauxhall,Corsa,USED,2015,6250,Hatchback,FALSE,Petrol
2.02E+14,40029,17,White,Peugeot,2008,USED,2017,10400,SUV,FALSE,Petrol
2.02E+14,18500,8,Blue,Honda,Jazz,USED,2008,4790,Hatchback,FALSE,Petrol
2.02E+14,21360,67,White,Peugeot,208,USED,2017,7795,Hatchback,FALSE,Petrol
2.02E+14,22988,18,White,Toyota,AYGO,USED,2018,8995,Hatchback,FALSE,Petrol
2.02E+14,10,,Grey,Volvo,XC40,NEW,,39364,SUV,FALSE,Petrol Plug-in Hybrid
2.02E+14,23605,66,Yellow,Smart,fortwo,USED,2017,8645,Coupe,FALSE,Petrol
2.02E+14,24532,17,Black,BMW,2 Series,USED,2017,16850,Convertible,FALSE,Diesel
2.02E+14,10445,69,Yellow,Hyundai,Kona,USED,2019,12799,SUV,FALSE,Petrol
2.02E+14,62647,66,Black,SKODA,Octavia,USED,2016,12995,Estate,FALSE,Diesel
2.02E+14,25125,64,Black,Porsche,Boxster,USED,2014,29790,Convertible,FALSE,Petrol
2.02E+14,12909,18,Black,Audi,A6 Saloon,USED,2018,20750,Saloon,FALSE,Petrol
2.02E+14,43343,65,Blue,Audi,A1,USED,2015,9990,Hatchback,FALSE,Diesel
2.02E+14,2904,20,Black,MINI,Hatch,USED,2020,19980,Hatchback,FALSE,Petrol
2.02E+14,16861,67,Grey,Lexus,IS 300,USED,2018,21400,Saloon,FALSE,Petrol Hybrid
2.02E+14,51550,17,Grey,Audi,A6 Avant,USED,2017,21500,Estate,FALSE,Diesel
2.02E+14,94660,66,Black,Kia,Sportage,USED,2016,11000,SUV,FALSE,Diesel
2.02E+14,61470,13,Blue,Vauxhall,Astra,USED,2013,5495,Estate,FALSE,Diesel
2.02E+14,65000,59,Black,Citroen,C3,USED,2009,2495,Hatchback,FALSE,Petrol
2.02E+14,38159,67,Orange,BMW,M3,USED,2017,35500,Saloon,FALSE,Petrol
2.02E+14,15995,18,Red,Mazda,CX-5,USED,2018,21495,SUV,FALSE,Diesel
2.02E+14,5255,69,Blue,Toyota,Yaris,USED,2020,14990,Hatchback,FALSE,Petrol Hybrid
2.02E+14,16199,17,White,Abarth,595,USED,2017,12495,Hatchback,FALSE,Petrol
2.02E+14,31240,16,Beige,Renault,Grand Scenic,USED,2016,8500,MPV,FALSE,Diesel
2.02E+14,14222,67,Grey,Vauxhall,Astra,USED,2017,9989,Hatchback,FALSE,Petrol
2.02E+14,14750,69,Blue,Audi,RS3,USED,2019,44990,Hatchback,FALSE,Petrol
2.02E+14,71200,11,White,BMW,1 Series,USED,2011,5500,Convertible,FALSE,Petrol
2.02E+14,50000,64,Silver,Volkswagen,Beetle,USED,2015,9495,Hatchback,FALSE,Diesel
2.02E+14,29704,16,Pink,Fiat,500,USED,2016,6600,Hatchback,FALSE,Petrol
2.02E+14,32000,6,Blue,Maserati,Gransport,USED,2006,24995,Coupe,FALSE,Petrol
2.02E+14,10638,68,Black,Land Rover,Discovery Sport,USED,2018,29780,SUV,FALSE,Diesel
2.02E+14,99185,6,Silver,Volkswagen,Golf,USED,2006,1695,Hatchback,FALSE,Petrol
2.02E+14,1355,20,Grey,Renault,Zoe,USED,2020,24740,Hatchback,FALSE,Electric
2.02E+14,58000,11,Blue,BMW,3 Series,USED,2011,13495,Convertible,FALSE,Petrol
2.02E+14,49639,66,Silver,Hyundai,Santa Fe,USED,2016,19000,SUV,FALSE,Diesel
2.02E+14,40547,66,Black,Mercedes-Benz,E Class,USED,2016,17000,Saloon,FALSE,Diesel
2.02E+14,5,70,Black,Renault,Kadjar,USED,2020,20500,SUV,FALSE,Petrol
2.02E+14,8682,67,Red,Citroen,C1,USED,2018,7490,Hatchback,FALSE,Petrol
2.02E+14,21611,18,Black,Audi,A6 Avant,USED,2018,18600,Estate,FALSE,Petrol
2.02E+14,8,70,Red,Renault,Clio,USED,2020,12700,Hatchback,FALSE,Petrol
2.02E+14,39000,66,Red,Jaguar,F-PACE,USED,2016,25000,SUV,FALSE,Diesel
2.02E+14,0,,Black,Volkswagen,Polo,NEW,,19430,Hatchback,FALSE,Petrol
2.02E+14,12733,68,Blue,SKODA,Citigo,USED,2018,7299,Hatchback,FALSE,Petrol
2.02E+14,16957,68,White,BMW,1 Series,USED,2018,14575,Hatchback,FALSE,Petrol
2.02E+14,21502,67,White,Audi,Q2,USED,2018,16999,SUV,FALSE,Petrol
2.02E+14,44426,14,White,BMW,5 Series,USED,2014,15180,Saloon,FALSE,Diesel
2.02E+14,9400,19,White,Audi,A1,USED,2019,21495,Hatchback,FALSE,Petrol
2.02E+14,32803,66,Black,Renault,Captur,USED,2016,8995,SUV,FALSE,Diesel
2.02E+14,75515,17,Blue,Renault,Captur,USED,2017,8700,SUV,FALSE,Diesel
2.02E+14,65189,64,Silver,Audi,Q3,USED,2014,12000,SUV,FALSE,Petrol
2.02E+14,159087,,Beige,BMW,6 Series,USED,1987,28500,Coupe,FALSE,Petrol
2.02E+14,10457,18,Blue,Suzuki,Celerio,USED,2018,5850,Hatchback,FALSE,Petrol
2.02E+14,36926,66,White,BMW,4 Series,USED,2016,17200,Coupe,FALSE,Petrol
2.02E+14,11900,67,Blue,BMW,4 Series,USED,2017,20495,Coupe,FALSE,Diesel
2.02E+14,55007,16,Grey,BMW,M4,USED,2016,30000,Convertible,FALSE,Petrol
2.02E+14,20545,66,White,Hyundai,i20,USED,2017,8295,Hatchback,FALSE,Petrol
2.02E+14,89600,11,Black,Mercedes-Benz,B Class,USED,2011,2890,Hatchback,FALSE,Petrol
2.02E+14,39486,14,Blue,Toyota,Auris,USED,2014,8695,Hatchback,FALSE,Petrol
2.02E+14,151356,8,Black,Audi,A3,USED,2008,2949,Hatchback,FALSE,Diesel
2.02E+14,31785,67,White,Volkswagen,Tiguan,USED,2017,22020,SUV,FALSE,Diesel
2.02E+14,1250,20,White,Hyundai,i20,USED,2020,12580,Hatchback,FALSE,Petrol
2.02E+14,8701,19,Black,Mercedes-Benz,SLC,USED,2019,22999,Convertible,FALSE,Petrol
2.02E+14,29834,66,Black,Audi,A3,USED,2016,14500,Hatchback,FALSE,Diesel
2.02E+14,42054,16,Black,Jaguar,XF,USED,2016,18500,Saloon,FALSE,Diesel
2.02E+14,130464,14,Black,Kia,Sportage,USED,2014,6199,SUV,FALSE,Diesel
2.02E+14,4838,69,Blue,Nissan,Qashqai,USED,2020,17338,SUV,FALSE,Petrol
2.02E+14,4649,20,White,Kia,Picanto,USED,2020,11250,Hatchback,FALSE,Petrol
2.02E+14,8082,66,Grey,Vauxhall,Zafira Tourer,USED,2017,10880,MPV,FALSE,Petrol
2.02E+14,50090,58,Silver,Peugeot,107,USED,2008,2999,Hatchback,FALSE,Petrol
2.02E+14,33510,63,White,Audi,Q3,USED,2013,12998,SUV,FALSE,Diesel
2.02E+14,43000,17,Brown,Vauxhall,Mokka X,USED,2017,10250,SUV,FALSE,Petrol
2.02E+14,15098,18,White,SKODA,Fabia,USED,2018,10965,Hatchback,FALSE,Petrol
2.02E+14,10911,67,Beige,Hyundai,Tucson,USED,2017,13000,SUV,FALSE,Diesel
2.02E+14,3000,70,Black,Mercedes-Benz,E Class,USED,2020,44900,Saloon,FALSE,Diesel Plug-in Hybrid
2.02E+14,5317,69,Blue,BMW,2 Series,USED,2020,24910,Coupe,FALSE,Petrol
2.02E+14,19100,17,Black,Audi,A1,USED,2017,14799,Hatchback,FALSE,Petrol
2.02E+14,7018,69,Black,MINI,Hatch,USED,2019,16100,Hatchback,FALSE,Petrol
2.02E+14,28355,68,Black,Vauxhall,Mokka X,USED,2018,11487,SUV,FALSE,Petrol
2.02E+14,9300,67,White,Nissan,Juke,USED,2017,11495,SUV,FALSE,Petrol
2.02E+14,11956,69,Blue,SEAT,Leon,USED,2019,15795,Hatchback,FALSE,Petrol
2.02E+14,35050,58,Black,Renault,Clio,USED,2008,2289,Hatchback,FALSE,Petrol
2.02E+14,21498,15,Black,Porsche,911,USED,2015,67000,Convertible,FALSE,Petrol
2.02E+14,7842,67,Grey,MINI,Countryman,USED,2017,17498,SUV,FALSE,Petrol
2.02E+14,714,20,Grey,Porsche,Taycan,USED,2020,99950,Saloon,FALSE,Electric
2.02E+14,94000,14,Silver,Mercedes-Benz,E Class,USED,2014,9500,Saloon,FALSE,Diesel
2.02E+14,44000,16,Black,BMW,X5,USED,2016,23950,SUV,FALSE,Diesel
2.02E+14,35000,52,Black,MINI,Hatch,USED,2003,3195,Hatchback,FALSE,Petrol
2.02E+14,14612,17,Black,Mercedes-Benz,A Class,USED,2017,18500,Hatchback,FALSE,Diesel
2.02E+14,752,68,White,Jeep,Renegade,USED,2019,14230,SUV,FALSE,Petrol
2.02E+14,61125,67,White,Land Rover,Discovery,USED,2017,36000,SUV,FALSE,Diesel
2.02E+14,23015,14,Pink,Kia,Picanto,USED,2014,5250,Hatchback,FALSE,Petrol
2.02E+14,46630,67,Grey,Mercedes-Benz,E Class,USED,2017,22490,Saloon,FALSE,Diesel
2.02E+14,17402,18,White,Citroen,C3,USED,2018,9995,Hatchback,FALSE,Petrol
2.02E+14,6909,67,White,Peugeot,208,USED,2017,9999,Hatchback,FALSE,Petrol
2.02E+14,32674,17,White,Volkswagen,Tiguan,USED,2017,25995,SUV,FALSE,Diesel
2.02E+14,64795,14,Black,Mercedes-Benz,S Class,USED,2014,19985,Saloon,FALSE,Diesel
2.02E+14,15264,68,Red,Renault,Captur,USED,2019,11991,SUV,FALSE,Diesel
2.02E+14,9300,66,White,BMW,2 Series,USED,2016,17999,Convertible,FALSE,Petrol
2.02E+14,10038,18,Grey,Mercedes-Benz,CLA Class,USED,2018,19800,Coupe,FALSE,Petrol
2.02E+14,29004,14,Silver,Mercedes-Benz,SLK,USED,2014,13499,Convertible,FALSE,Diesel
2.02E+14,16988,66,Grey,SKODA,Octavia,USED,2016,12950,Estate,FALSE,Petrol
2.02E+14,8490,68,Red,MINI,Hatch,USED,2019,15295,Hatchback,FALSE,Petrol
2.02E+14,77999,62,Blue,Peugeot,208,USED,2012,3245,Hatchback,FALSE,Petrol
2.02E+14,4052,69,Grey,Volvo,XC90,USED,2019,52950,SUV,FALSE,Petrol Plug-in Hybrid
2.02E+14,0,70,Grey,Mercedes-Benz,CLA Class,USED,2020,34995,Estate,FALSE,Petrol
2.02E+14,21522,17,Blue,BMW,5 Series,USED,2017,21850,Saloon,FALSE,Diesel
2.02E+14,47000,15,Blue,Jeep,Cherokee,USED,2015,12930,SUV,FALSE,Diesel
2.02E+14,43847,65,Silver,Honda,Jazz,USED,2015,8850,Hatchback,FALSE,Petrol
2.02E+14,4141,19,Grey,Mercedes-Benz,C Class,USED,2019,36799,Saloon,FALSE,Petrol
2.02E+14,17,69,Black,Volkswagen,Golf,USED,2019,18495,Estate,FALSE,Petrol
2.02E+14,49619,16,Grey,Audi,A1,USED,2016,12500,Hatchback,FALSE,Diesel
2.02E+14,19292,19,Grey,Citroen,C3 Aircross,USED,2019,11551,SUV,FALSE,Petrol
2.02E+14,45014,65,White,Citroen,C3 Picasso,USED,2015,5973,MPV,FALSE,Diesel
2.02E+14,51966,63,Black,Kia,Sportage,USED,2013,7400,SUV,FALSE,Diesel
2.02E+14,82000,17,Black,Land Rover,Range Rover Evoque,USED,2017,17985,SUV,FALSE,Diesel
2.02E+14,22000,16,White,Volkswagen,Tiguan,USED,2016,16720,SUV,FALSE,Diesel
2.02E+14,1000,70,Black,SEAT,Leon,USED,2020,17990,Hatchback,FALSE,Petrol
2.02E+14,0,,White,Renault,Clio,NEW,,15495,Hatchback,FALSE,Petrol
2.02E+14,29000,16,Grey,Volkswagen,Tiguan,USED,2016,16490,SUV,FALSE,Diesel
2.02E+14,31000,16,Silver,Nissan,Juke,USED,2016,10050,SUV,FALSE,Petrol
2.02E+14,500,70,White,Lexus,UX 250h,USED,2020,33000,SUV,FALSE,Petrol Hybrid
2.02E+14,36622,68,Black,Toyota,Yaris,USED,2018,11999,Hatchback,FALSE,Petrol Hybrid
2.02E+14,0,,Grey,Volvo,XC60,NEW,,43540,SUV,FALSE,Diesel Hybrid
2.02E+14,10256,19,Red,Suzuki,Ignis,USED,2019,9995,Hatchback,FALSE,Petrol Hybrid
2.02E+14,26680,67,Blue,SKODA,Octavia,USED,2017,11799,Hatchback,FALSE,Petrol
2.02E+14,40000,15,White,MINI,Convertible,USED,2015,8949,Convertible,FALSE,Petrol
2.02E+14,71067,64,Black,Volvo,V40,USED,2014,7280,Hatchback,FALSE,Diesel
2.02E+14,52577,64,Silver,Mercedes-Benz,A Class,USED,2014,10000,Hatchback,FALSE,Diesel
2.02E+14,90580,66,Silver,Audi,Q3,USED,2016,11500,SUV,FALSE,Diesel
2.02E+14,79333,62,Silver,Vauxhall,Astra,USED,2013,3995,Hatchback,FALSE,Petrol
2.02E+14,15995,18,Silver,Dacia,Sandero Stepway,USED,2018,7750,Hatchback,FALSE,Petrol
2.02E+14,30631,15,White,Volkswagen,Golf,USED,2015,18795,Hatchback,FALSE,Petrol
2.02E+14,52000,15,Red,Mazda,CX-5,USED,2015,10495,SUV,FALSE,Diesel
2.02E+14,7000,19,Black,Lexus,UX 250h,USED,2019,26975,SUV,FALSE,Petrol Hybrid
2.02E+14,55463,12,Yellow,Citroen,DS3,USED,2012,4299,Hatchback,FALSE,Petrol
2.02E+14,14746,67,Grey,BMW,X1,USED,2017,16600,SUV,FALSE,Diesel
2.02E+14,10,,Black,Vauxhall,Corsa,NEW,,14514,Hatchback,FALSE,Petrol
2.02E+14,1145,20,Red,MINI,Hatch,USED,2020,18790,Hatchback,FALSE,Petrol
2.02E+14,19660,17,White,Fiat,500,USED,2017,7400,Hatchback,FALSE,Petrol
2.02E+14,91000,8,Blue,Vauxhall,Astra,USED,2008,2299,Hatchback,FALSE,Petrol
2.02E+14,95000,16,Blue,BMW,3 Series,USED,2016,16795,Estate,FALSE,Diesel
2.02E+14,116000,16,Black,SKODA,Octavia,USED,2016,6792,Estate,FALSE,Diesel
2.02E+14,53000,16,Blue,Mercedes-Benz,E Class,USED,2016,14250,Saloon,FALSE,Diesel
2.02E+14,86000,3,Green,Honda,Jazz,USED,2003,1775,Hatchback,FALSE,Petrol
2.02E+14,47500,16,White,MINI,Hatch,USED,2016,10109,Hatchback,FALSE,Petrol
2.02E+14,53107,66,Silver,Jaguar,XE,USED,2016,13750,Saloon,FALSE,Diesel
2.02E+14,139000,54,Black,BMW,1 Series,USED,2004,1699,Hatchback,FALSE,Petrol
2.02E+14,92000,58,Silver,Jaguar,XF,USED,2009,5290,Saloon,FALSE,Diesel
2.02E+14,10412,17,Black,Hyundai,ix20,USED,2017,9250,MPV,FALSE,Petrol
2.02E+14,20800,16,Red,Fiat,Doblo,USED,2016,9000,MPV,FALSE,Petrol
2.02E+14,40000,12,Blue,BMW,3 Series,USED,2012,10445,Saloon,FALSE,Petrol
2.02E+14,3465,20,Grey,Mercedes-Benz,A Class,USED,2020,47995,Hatchback,FALSE,Petrol
2.02E+14,63271,14,Red,MINI,Hatch,USED,2014,6800,Hatchback,FALSE,Petrol
2.02E+14,73800,65,Blue,BMW,3 Series Gran Turismo,USED,2015,16990,Hatchback,FALSE,Diesel
2.02E+14,50000,14,White,Nissan,Qashqai,USED,2014,8295,SUV,FALSE,Petrol
2.02E+14,16500,67,Black,Kia,Sportage,USED,2017,18950,SUV,FALSE,Diesel
2.02E+14,31000,15,White,Volkswagen,Golf,USED,2015,14999,Hatchback,FALSE,Diesel
2.02E+14,10,,Blue,Volkswagen,Polo,NEW,,17864,Hatchback,FALSE,Petrol
2.02E+14,10,,Grey,Land Rover,Discovery,NEW,,69499,SUV,FALSE,Diesel
2.02E+14,111000,56,Silver,Nissan,X-Trail,USED,2006,2490,SUV,FALSE,Diesel
2.02E+14,35746,67,Red,Toyota,Yaris,USED,2017,11290,Hatchback,FALSE,Petrol Hybrid
2.02E+14,85350,8,Black,Audi,A6 Saloon,USED,2008,2795,Saloon,FALSE,Diesel
2.02E+14,42000,15,,BMW,3 Series,USED,2015,17500,Estate,FALSE,Diesel
2.02E+14,15991,66,White,MINI,Hatch,USED,2016,10000,Hatchback,FALSE,Petrol
2.02E+14,10,,Multicolour,Volkswagen,ID.3,NEW,,35270,Hatchback,FALSE,Electric
2.02E+14,23933,18,White,Peugeot,3008,USED,2018,19000,SUV,FALSE,Petrol
2.02E+14,22165,16,Green,Nissan,X-Trail,USED,2016,14495,SUV,FALSE,Diesel
2.02E+14,5,,,SKODA,Fabia,NEW,,23320,Hatchback,FALSE,Petrol
2.02E+14,75000,16,Black,BMW,3 Series,USED,2016,13495,Saloon,FALSE,Diesel
2.02E+14,4670,18,Black,Smart,forfour,USED,2018,7290,Hatchback,FALSE,Petrol
2.02E+14,115000,12,Silver,Mercedes-Benz,C Class,USED,2012,5050,Saloon,FALSE,Diesel
2.02E+14,63620,12,Red,Kia,Picanto,USED,2012,5299,Hatchback,FALSE,Petrol
2.02E+14,40361,56,Silver,Saab,3-Sep,USED,2007,4995,Saloon,FALSE,Petrol
2.02E+14,103000,11,Black,Volkswagen,Touareg,USED,2011,11995,SUV,FALSE,Diesel
2.02E+14,54419,15,White,MINI,Hatch,USED,2015,10700,Hatchback,FALSE,Petrol
2.02E+14,7022,69,Black,Audi,Q2,USED,2020,25950,SUV,FALSE,Petrol
2.02E+14,46000,62,Black,BMW,3 Series,USED,2012,10995,Convertible,FALSE,Petrol
2.02E+14,32679,15,White,Renault,Megane,USED,2015,6989,Hatchback,FALSE,Diesel
2.02E+14,10,70,Blue,Lotus,Elise,USED,2020,47775,,FALSE,Petrol
2.02E+14,0,,Black,Volkswagen,Arteon,NEW,,28744,Saloon,FALSE,Petrol
2.02E+14,69835,66,Blue,SEAT,Ateca,USED,2017,11450,SUV,FALSE,Diesel
2.02E+14,1367,69,Black,Mercedes-Benz,C Class,USED,2019,29199,Saloon,FALSE,Diesel
2.02E+14,7632,19,Silver,Vauxhall,Astra,USED,2019,12999,Hatchback,FALSE,Petrol
2.02E+14,38000,14,White,Mercedes-Benz,CLA Class,USED,2014,15995,Coupe,FALSE,Diesel
2.02E+14,48000,64,Blue,Nissan,Juke,USED,2014,8495,SUV,FALSE,Petrol
2.02E+14,36250,66,Black,Audi,A6 Allroad,USED,2016,25990,Estate,FALSE,Diesel
2.02E+14,25000,67,Green,Fiat,500,USED,2017,9000,Hatchback,FALSE,Petrol
2.02E+14,78000,8,,Vauxhall,Astra,USED,2008,1398,Hatchback,FALSE,Petrol
2.02E+14,69000,9,Black,Vauxhall,Corsa,USED,2009,2100,Hatchback,FALSE,Petrol
2.02E+14,29938,17,Grey,Kia,Sportage,USED,2017,19750,SUV,FALSE,Petrol
2.02E+14,120000,60,Silver,SKODA,Octavia,USED,2011,2895,Estate,FALSE,Diesel
2.02E+14,48000,65,White,Mercedes-Benz,C Class,USED,2015,32995,Saloon,FALSE,Petrol
2.02E+14,91150,4,Silver,BMW,3 Series,USED,2004,4500,Convertible,FALSE,Petrol
2.02E+14,7049,69,White,Nissan,Qashqai,USED,2020,16999,SUV,FALSE,Petrol
2.02E+14,104781,3,Blue,BMW,3 Series,USED,2003,1500,Coupe,FALSE,Petrol
2.02E+14,19486,68,Grey,Fiat,500,USED,2018,10399,Hatchback,FALSE,Petrol
2.02E+14,32447,67,Red,SEAT,Mii,USED,2017,6300,Hatchback,FALSE,Petrol
2.02E+14,31704,66,White,Audi,Q3,USED,2016,18150,SUV,FALSE,Diesel
